,2015_Attock_bombing,2015_Bangkok_bombing,2015_Chattanooga_shootings,Metrojet_Flight_9268,November_2015_Kidal_attack,2015_Spanish_Embassy_attack_in_Kabul,Umpqua_Community_College_shooting,June_2016_Tel_Aviv_shooting,July_2016_Qamishli_bombings,2016_shooting_of_Almaty_police_officers,American_University_of_Afghanistan_attack,Botroseya_Church_bombing,August_2016_Gaziantep_bombing,July_2016_Kabul_bombing,September_2016_Kabul_attacks,Kunduz-Takhar_highway_hostage_crisis,2016_Nampala_attack,Orlando_nightclub_shooting,Sagamihara_stabbings,2016_Thane_stabbing,%C5%BDiti%C5%A1te_shooting,Al-Faqma_ice_cream_parlor_bombing,2017_Amarnath_Yatra_attack,2017_Jerusalem_truck_attack,2017_Las_Vegas_shooting,Manchester_Arena_bombing,2017_Nasiriyah_attacks,2017_Peshawar_Agriculture_Directorate_attack,2017_Plano_shooting,Quebec_City_mosque_shooting,2017_Quetta_church_attack,2017_Sinai_mosque_attack,Sutherland_Springs_church_shooting,2017_Tehran_attacks,Ahvaz_military_parade_attack,Campinas_Cathedral_shooting,Carcassonne_and_Tr%C3%A8bes_attack,"2018_attack_on_the_High_National_Elections_Commission_in_Tripoli,_Libya",September_2018_Kabul_attacks,Kerch_Polytechnic_College_massacre,2018_Minya_bus_attack,2018_M%C3%BCnster_attack,Osmington_shooting,2018_Ouagadougou_attacks,2018_Strasbourg_attack,2018_Sunjuwan_attack,Thousand_Oaks_shooting,Toronto_van_attack,2019_Altamira_prison_riot,"Aurora,_Illinois_shooting",2019_Cairo_bombing,Coatzacoalcos_nightclub_fire,2019_Dayton_shooting,2019_Jolo_Cathedral_bombings,17_August_2019_Kabul_bombing,28_July_2019_Kabul_suicide_bombing,December_2019_Mogadishu_bombing,Paris_police_headquarters_stabbing,2019_Qalat_bombing,2019_Sri_Lanka_Easter_bombings,Suzano_school_shooting,2019_Tripoli_shooting,Zaoyang_car_attack,2020_Afgooye_bombing,Hanau_shootings,Kabul_gurdwara_attack,Pakistan_Stock_Exchange_attack
204,11.0,224,270,4149,5,16.0,372,46,18,12,17.0,28.0,14,22,21.0,19.0,19.0,82,125,22,2,13,96.0,26.0,6647.0,1565,13,14,73.0,316.0,17,94.0,1218,141,45.0,6,111,13,18.0,225,20,11.0,120.0,12.0,55.0,21.0,408.0,583.0,18.0,96.0,4.0,3.0,562,104,25.0,5.0,15,29,45.0,1014,76.0,6.0,10,26.0,137.0,23,18
205,15.0,228,204,3125,5,10.0,310,58,14,9,34.0,21.0,18,35,11.0,26.0,12.0,65,99,28,5,13,79.0,25.0,8608.0,1456,15,13,94.0,192.0,12,72.0,1114,120,31.0,3,113,14,17.0,168,17,14.0,114.0,18.0,51.0,23.0,650.0,813.0,34.0,130.0,13.0,8.0,577,92,14.0,2.0,14,24,6.0,1054,68.0,6.0,2,19.0,139.0,17,18
206,10.0,176,220,2685,4,30.0,387,36,9,15,22.0,30.0,15,28,13.0,18.0,12.0,76,90,13,2,9,59.0,14.0,6553.0,1509,12,10,119.0,162.0,10,108.0,1166,158,33.0,6,203,11,18.0,160,27,17.0,210.0,24.0,40.0,24.0,4039.0,583.0,24.0,140.0,7.0,4.0,585,100,19.0,5.0,13,20,3.0,1174,63.0,11.0,8,14.0,123.0,36,16
207,4.0,175,223,1663,2,24.0,454,48,20,9,23.0,24.0,17,39,16.0,10.0,6.0,147,83,12,5,12,54.0,23.0,5776.0,1372,14,9,65.0,123.0,6,140.0,1257,184,34.0,3,220,14,14.0,210,21,13.0,137.0,19.0,37.0,18.0,1315.0,436.0,17.0,140.0,14.0,5.0,789,177,22.0,1.0,16,32,3.0,1176,70.0,13.0,4,11.0,117.0,31,13
208,7.0,142,403,1295,1,18.0,466,37,16,7,19.0,21.0,18,47,20.0,19.0,14.0,102,93,16,6,14,56.0,16.0,5473.0,1034,13,18,52.0,122.0,23,98.0,1143,177,31.0,5,114,20,17.0,192,22,15.0,124.0,21.0,50.0,12.0,972.0,475.0,9.0,197.0,4.0,9.0,687,160,19.0,4.0,10,37,3.0,1202,61.0,16.0,4,8.0,113.0,37,14
209,6.0,221,482,1039,3,18.0,462,48,16,11,24.0,24.0,13,49,16.0,21.0,13.0,90,97,18,3,15,65.0,12.0,4546.0,1192,12,11,41.0,120.0,16,72.0,943,219,40.0,8,69,11,21.0,231,34,16.0,102.0,24.0,63.0,11.0,721.0,472.0,6.0,165.0,13.0,7.0,547,104,19.0,4.0,13,33,2.0,1567,68.0,4.0,5,18.0,127.0,32,18
210,9.0,293,546,789,2,12.0,412,38,12,7,14.0,26.0,14,26,30.0,14.0,10.0,82,108,13,4,11,78.0,18.0,5266.0,1336,11,9,48.0,120.0,15,58.0,943,206,39.0,3,85,17,16.0,224,22,16.0,141.0,18.0,49.0,19.0,728.0,678.0,15.0,174.0,2.0,8.0,872,91,27.0,5.0,20,26,4.0,2036,71.0,11.0,7,10.0,112.0,32,16
211,12.0,245,477,834,2,18.0,339,48,16,9,21.0,34.0,7,38,21.0,23.0,11.0,74,98,13,1,9,84.0,17.0,5322.0,1485,13,13,45.0,169.0,18,56.0,886,136,30.0,0,75,13,12.0,204,21,14.0,133.0,9.0,53.0,34.0,492.0,657.0,21.0,102.0,12.0,7.0,1571,101,31.0,7.0,5,28,7.0,1757,86.0,3.0,3,13.0,127.0,33,8
212,5.0,184,404,916,2,12.0,259,43,20,20,18.0,22.0,14,44,24.0,30.0,13.0,83,84,24,8,10,71.0,20.0,4894.0,1427,19,10,50.0,134.0,18,73.0,986,147,47.0,9,68,12,9.0,194,21,22.0,113.0,10.0,57.0,20.0,553.0,591.0,6.0,94.0,6.0,4.0,870,101,24.0,6.0,18,22,2.0,1669,80.0,10.0,10,20.0,113.0,31,13
213,9.0,193,301,868,3,19.0,312,51,22,18,22.0,23.0,16,35,21.0,16.0,14.0,99,174,13,5,9,60.0,20.0,6644.0,1541,15,11,43.0,156.0,9,81.0,859,100,43.0,10,66,13,10.0,161,17,13.0,101.0,18.0,55.0,25.0,443.0,546.0,11.0,160.0,7.0,7.0,748,119,43.0,5.0,16,16,5.0,1368,41.0,16.0,4,15.0,185.0,29,17
214,6.0,174,275,1018,6,20.0,385,310,16,7,24.0,22.0,33,42,26.0,15.0,8.0,82,136,15,4,8,41.0,17.0,13556.0,1274,16,9,39.0,195.0,8,68.0,876,136,60.0,8,74,15,15.0,232,13,12.0,139.0,21.0,54.0,33.0,472.0,530.0,8.0,131.0,8.0,12.0,628,85,28.0,3.0,16,17,4.0,1161,52.0,10.0,9,8.0,114.0,25,5
215,8.0,224,427,767,2,27.0,342,188,18,8,23.0,34.0,29,25,16.0,11.0,9.0,67,109,19,1,12,78.0,19.0,6368.0,1288,14,12,35.0,177.0,13,64.0,821,106,41.0,14,74,19,15.0,198,19,14.0,94.0,13.0,53.0,45.0,445.0,844.0,18.0,128.0,5.0,4.0,678,65,18.0,2.0,8,18,4.0,998,52.0,15.0,6,4.0,138.0,32,12
216,9.0,250,776,607,3,19.0,396,74,18,16,37.0,31.0,16,38,12.0,20.0,10.0,77,100,7,6,19,83.0,40.0,5636.0,1176,13,14,33.0,148.0,15,52.0,919,109,32.0,6,75,20,13.0,222,25,30.0,79.0,13.0,51.0,58.0,461.0,549.0,11.0,132.0,7.0,11.0,514,79,22.0,4.0,9,14,3.0,921,58.0,27.0,12,11.0,139.0,40,6
217,5.0,956,649,572,5,18.0,371,53,23,8,25.0,29.0,10,37,14.0,19.0,9.0,100,101,22,0,17,103.0,71.0,5537.0,1953,13,10,41.0,124.0,12,49.0,911,125,36.0,5,50,11,15.0,198,22,16.0,82.0,13.0,57.0,33.0,778.0,567.0,7.0,151.0,8.0,7.0,551,77,23.0,3.0,14,34,3.0,975,75.0,11.0,4,6.0,250.0,34,5
218,9.0,723,488,684,4,18.0,326,87,15,11,28.0,22.0,15,35,17.0,22.0,5.0,107,88,23,2,21,82.0,56.0,5904.0,1696,12,8,46.0,160.0,16,47.0,911,117,31.0,8,59,15,10.0,144,22,14.0,75.0,12.0,68.0,47.0,638.0,559.0,9.0,129.0,11.0,8.0,636,81,14.0,6.0,20,22,3.0,1001,57.0,13.0,9,9.0,156.0,51,9
219,6.0,612,378,697,3,18.0,279,32,21,10,27.0,31.0,23,40,22.0,21.0,11.0,95,71,17,5,18,85.0,53.0,5122.0,1592,13,9,42.0,149.0,10,63.0,850,103,41.0,13,64,16,16.0,178,26,18.0,72.0,17.0,77.0,34.0,622.0,551.0,22.0,72.0,13.0,8.0,632,80,15.0,6.0,10,23,6.0,1121,65.0,16.0,6,10.0,126.0,45,13
220,8.0,374,352,833,3,25.0,346,49,29,9,17.0,26.0,10,38,20.0,19.0,4.0,84,92,9,5,22,82.0,35.0,5197.0,1538,13,19,34.0,144.0,13,55.0,1068,89,31.0,6,83,20,13.0,165,21,17.0,105.0,17.0,57.0,42.0,540.0,460.0,8.0,119.0,7.0,10.0,764,126,30.0,5.0,13,16,3.0,1077,73.0,9.0,7,8.0,146.0,26,3
221,5.0,314,438,792,2,32.0,402,42,13,16,20.0,28.0,17,49,31.0,25.0,37.0,148,88,13,5,14,65.0,302.0,4995.0,1695,11,15,38.0,151.0,13,52.0,876,82,31.0,7,62,17,12.0,147,24,12.0,84.0,19.0,39.0,20.0,499.0,429.0,8.0,152.0,8.0,9.0,558,99,32.0,7.0,42,15,4.0,939,69.0,10.0,7,14.0,129.0,25,5
222,6.0,258,393,582,2,16.0,381,51,15,14,29.0,21.0,13,39,17.0,15.0,22.0,106,99,12,1,11,79.0,269.0,5352.0,1598,11,22,44.0,155.0,10,37.0,720,98,27.0,4,58,29,18.0,138,18,15.0,73.0,9.0,78.0,26.0,620.0,401.0,9.0,187.0,2.0,14.0,590,95,34.0,6.0,90,11,13.0,1059,72.0,8.0,5,7.0,106.0,80,7
223,1.0,329,329,511,3,23.0,404,36,23,10,16.0,21.0,10,25,21.0,19.0,31.0,83,85,27,5,20,58.0,65.0,4890.0,2042,99,13,28.0,139.0,8,58.0,705,103,39.0,7,76,13,15.0,187,19,13.0,80.0,18.0,92.0,16.0,578.0,478.0,10.0,150.0,8.0,4.0,468,90,26.0,2.0,99,19,6.0,1046,74.0,9.0,7,6.0,130.0,118,9
224,22.0,341,300,349,5,15.0,353,31,14,9,22.0,20.0,11,35,9.0,20.0,21.0,87,107,12,2,14,92.0,60.0,5260.0,2163,10,29,48.0,181.0,9,50.0,1260,92,35.0,5,50,13,14.0,150,21,10.0,81.0,9.0,62.0,26.0,494.0,492.0,13.0,118.0,9.0,9.0,510,121,29.0,4.0,95,20,1.0,1124,70.0,11.0,6,8.0,159.0,53,25
225,36.0,295,279,641,2,45.0,318,10,13,8,19.0,30.0,7,27,11.0,23.0,20.0,141,108,13,10,15,83.0,72.0,8842.0,1549,14,19,49.0,204.0,12,62.0,969,105,35.0,5,49,13,12.0,159,17,24.0,89.0,18.0,47.0,31.0,459.0,1045.0,35.0,86.0,8.0,4.0,406,138,18.0,4.0,120,18,0.0,1165,71.0,7.0,6,3.0,123.0,43,18
226,18.0,341,203,824,3,38.0,279,17,15,10,20.0,42.0,14,28,12.0,31.0,9.0,75,104,19,4,10,70.0,38.0,6122.0,2648,11,27,64.0,163.0,16,53.0,912,79,40.0,5,79,15,15.0,229,23,6.0,272.0,16.0,44.0,33.0,403.0,1071.0,36.0,92.0,13.0,8.0,402,147,20.0,5.0,97,31,4.0,1180,67.0,12.0,6,10.0,119.0,46,14
227,21.0,277,209,905,4,27.0,320,27,9,12,21.0,20.0,17,37,11.0,20.0,11.0,88,88,14,4,12,61.0,52.0,5606.0,1665,10,26,68.0,136.0,14,60.0,850,118,44.0,2,67,17,15.0,336,24,21.0,272.0,19.0,40.0,35.0,402.0,1073.0,22.0,107.0,5.0,7.0,324,158,23.0,2.0,78,14,5.0,988,54.0,12.0,5,7.0,104.0,21,5
228,16.0,232,271,742,4,19.0,357,35,13,10,19.0,18.0,10,51,16.0,20.0,15.0,90,107,24,3,16,58.0,37.0,6511.0,1589,9,21,70.0,192.0,10,79.0,814,109,32.0,6,56,14,12.0,554,21,18.0,107.0,15.0,57.0,20.0,471.0,785.0,26.0,132.0,10.0,6.0,367,121,18.0,1.0,56,20,2.0,1027,50.0,6.0,5,9.0,138.0,30,1
229,11.0,252,319,951,9,21.0,428,43,13,6,16.0,25.0,14,45,20.0,20.0,6.0,67,85,17,7,11,81.0,33.0,12025.0,1250,12,17,23.0,186.0,9,54.0,816,103,39.0,11,50,15,18.0,350,24,19.0,151.0,22.0,51.0,12.0,1201.0,468.0,24.0,109.0,2.0,5.0,350,120,28.0,2.0,43,19,5.0,984,74.0,7.0,5,9.0,113.0,24,7
230,15.0,255,326,664,6,24.0,498,27,16,6,17.0,26.0,22,43,16.0,16.0,12.0,74,109,13,1,33,54.0,21.0,10362.0,1351,13,16,29.0,151.0,12,43.0,748,98,31.0,8,84,37,25.0,156,19,27.0,266.0,12.0,82.0,39.0,717.0,562.0,13.0,137.0,3.0,3.0,434,97,13.0,5.0,48,18,0.0,857,74.0,14.0,10,8.0,111.0,12,8
231,18.0,257,263,485,10,22.0,369,21,15,10,24.0,20.0,18,30,21.0,18.0,14.0,89,88,19,4,19,57.0,28.0,9304.0,1518,13,17,41.0,126.0,10,58.0,740,93,41.0,28,91,24,24.0,145,23,30.0,240.0,12.0,58.0,33.0,615.0,548.0,7.0,137.0,4.0,8.0,486,91,20.0,2.0,55,26,4.0,920,76.0,7.0,10,7.0,154.0,24,14
232,9.0,263,250,517,3,21.0,318,25,6,18,37.0,21.0,29,24,15.0,18.0,13.0,107,85,17,2,18,51.0,34.0,12768.0,1469,12,18,52.0,184.0,11,60.0,790,78,28.0,23,70,15,20.0,127,21,19.0,271.0,17.0,48.0,27.0,533.0,603.0,34.0,117.0,6.0,7.0,410,110,103.0,5.0,65,22,1.0,1118,80.0,14.0,4,5.0,134.0,26,10
233,7.0,199,159,582,4,22.0,284,37,19,24,42.0,28.0,10,39,10.0,18.0,7.0,93,98,17,4,11,53.0,33.0,8621.0,1523,16,16,46.0,171.0,15,61.0,852,86,40.0,17,70,14,25.0,144,17,8.0,204.0,13.0,41.0,13.0,418.0,552.0,19.0,116.0,4.0,7.0,358,106,18.0,2.0,58,29,3.0,1084,65.0,7.0,8,7.0,166.0,22,14
234,13.0,206,221,683,11,34.0,474,21,17,7,36.0,28.0,15,39,13.0,16.0,8.0,87,50,10,7,15,62.0,24.0,7873.0,1725,12,17,48.0,182.0,12,69.0,687,96,61.0,13,61,14,18.0,139,19,19.0,168.0,14.0,51.0,29.0,416.0,493.0,12.0,142.0,7.0,5.0,353,113,10.0,5.0,45,23,4.0,1105,94.0,15.0,2,7.0,125.0,27,9
235,2.0,226,255,565,9,25.0,573,24,16,23,35.0,28.0,18,34,9.0,19.0,8.0,78,87,11,0,16,49.0,20.0,6895.0,1945,10,15,73.0,187.0,15,51.0,870,101,70.0,26,83,17,19.0,135,21,34.0,144.0,17.0,96.0,28.0,405.0,490.0,6.0,118.0,3.0,8.0,411,129,8.0,1.0,49,18,0.0,1028,114.0,9.0,11,4.0,148.0,15,16
236,12.0,206,258,417,31,19.0,349,34,8,2,21.0,22.0,23,35,14.0,21.0,9.0,83,62,19,6,15,49.0,22.0,7333.0,1095,12,14,56.0,138.0,8,59.0,1631,103,49.0,63,66,20,18.0,97,20,21.0,169.0,13.0,364.0,32.0,552.0,354.0,13.0,115.0,9.0,12.0,343,115,33.0,1.0,22,15,1.0,835,86.0,6.0,10,11.0,167.0,26,15
237,3.0,272,233,385,17,16.0,353,24,17,15,21.0,16.0,8,32,14.0,30.0,18.0,59,85,11,9,13,68.0,22.0,8082.0,1191,17,17,37.0,120.0,9,60.0,973,107,46.0,51,65,21,21.0,139,13,11.0,151.0,16.0,298.0,21.0,436.0,397.0,16.0,117.0,8.0,17.0,378,83,25.0,3.0,28,43,1.0,878,84.0,5.0,3,7.0,115.0,34,11
238,4.0,239,262,358,9,30.0,365,21,14,14,19.0,23.0,15,26,12.0,18.0,11.0,45,72,11,2,12,80.0,18.0,11317.0,1407,14,14,42.0,135.0,8,60.0,776,100,36.0,25,51,20,14.0,135,16,13.0,118.0,11.0,196.0,24.0,533.0,459.0,13.0,95.0,6.0,11.0,480,99,40.0,4.0,36,17,5.0,1158,64.0,6.0,8,5.0,120.0,41,17
239,11.0,264,278,407,2,18.0,263,32,29,11,16.0,23.0,22,28,20.0,20.0,11.0,52,129,16,2,17,49.0,25.0,5828.0,1497,19,14,78.0,163.0,9,45.0,922,82,54.0,25,47,19,12.0,138,14,15.0,117.0,15.0,142.0,28.0,619.0,433.0,9.0,103.0,6.0,5.0,407,123,13.0,8.0,40,20,0.0,1107,73.0,6.0,9,6.0,117.0,31,7
240,11.0,216,212,724,7,17.0,245,31,22,4,11.0,27.0,11,25,15.0,20.0,5.0,39,193,5,2,5,63.0,15.0,6422.0,1396,13,13,38.0,133.0,12,60.0,918,79,58.0,16,53,18,17.0,97,20,29.0,150.0,13.0,135.0,26.0,446.0,428.0,10.0,83.0,4.0,6.0,478,114,11.0,7.0,29,18,5.0,1112,96.0,10.0,8,8.0,120.0,25,10
241,11.0,304,231,581,6,25.0,301,26,17,6,20.0,27.0,15,33,14.0,17.0,10.0,60,135,14,1,12,62.0,25.0,6098.0,1379,16,15,35.0,129.0,10,70.0,717,78,31.0,10,67,15,13.0,117,14,20.0,127.0,13.0,110.0,15.0,480.0,451.0,6.0,104.0,5.0,9.0,764,102,6.0,8.0,25,19,1.0,1218,148.0,10.0,13,9.0,150.0,36,17
242,8.0,202,302,896,9,25.0,337,20,12,14,18.0,31.0,11,39,7.0,23.0,13.0,56,102,14,4,12,56.0,11.0,7225.0,1343,22,10,35.0,140.0,5,55.0,726,80,55.0,17,67,22,10.0,162,22,16.0,126.0,22.0,100.0,24.0,439.0,407.0,10.0,136.0,11.0,12.0,1104,119,13.0,14.0,32,10,8.0,1070,81.0,10.0,9,10.0,158.0,31,9
243,9.0,180,298,717,4,19.0,329,19,11,9,17.0,23.0,14,43,11.0,24.0,11.0,48,113,9,4,12,53.0,15.0,5796.0,1108,14,10,48.0,128.0,10,47.0,743,122,43.0,4,73,17,10.0,181,22,24.0,141.0,22.0,133.0,22.0,413.0,378.0,11.0,124.0,6.0,10.0,1381,125,10.0,5.0,27,23,3.0,958,81.0,6.0,4,8.0,296.0,22,3
244,4.0,162,295,571,0,19.0,800,38,15,12,17.0,14.0,19,27,10.0,12.0,8.0,52,108,13,5,17,42.0,20.0,5054.0,1247,10,15,44.0,109.0,7,63.0,653,103,35.0,10,55,26,20.0,196,16,21.0,111.0,20.0,92.0,30.0,583.0,368.0,16.0,118.0,3.0,5.0,1857,92,14.0,6.0,24,26,1.0,882,92.0,9.0,8,7.0,175.0,22,10
245,7.0,229,251,483,8,20.0,935,15,9,8,17.0,25.0,7,40,5.0,17.0,10.0,51,90,12,2,15,47.0,15.0,6416.0,1452,14,9,60.0,528.0,13,79.0,794,92,47.0,6,68,20,15.0,139,15,16.0,99.0,22.0,97.0,26.0,552.0,336.0,11.0,123.0,5.0,10.0,2242,77,8.0,8.0,12,19,2.0,1010,95.0,3.0,1,11.0,163.0,23,5
246,5.0,313,262,536,4,17.0,476,31,14,15,17.0,24.0,15,50,8.0,20.0,8.0,72,89,14,3,18,75.0,22.0,5752.0,1774,15,13,38.0,1702.0,10,51.0,894,116,55.0,10,52,19,13.0,243,17,26.0,126.0,14.0,70.0,22.0,520.0,386.0,17.0,109.0,7.0,7.0,1636,102,8.0,6.0,20,15,1.0,1130,134.0,14.0,2,4.0,143.0,34,13
247,13.0,217,228,644,4,16.0,324,33,17,11,12.0,17.0,16,24,12.0,13.0,11.0,43,83,18,8,11,59.0,27.0,5182.0,1577,14,9,35.0,1380.0,10,71.0,888,102,51.0,5,53,13,18.0,116,18,23.0,110.0,17.0,92.0,19.0,467.0,387.0,12.0,83.0,3.0,3.0,1532,94,13.0,4.0,28,12,3.0,1157,112.0,8.0,4,14.0,100.0,24,5
248,8.0,264,204,678,6,23.0,323,25,12,12,13.0,21.0,17,28,8.0,17.0,6.0,56,73,15,13,17,53.0,20.0,5230.0,1391,12,11,48.0,971.0,8,60.0,881,117,29.0,3,61,10,11.0,124,19,56.0,109.0,20.0,61.0,25.0,457.0,529.0,14.0,98.0,3.0,2.0,1500,105,9.0,3.0,18,19,1.0,1358,94.0,7.0,3,12.0,115.0,16,17
249,9.0,170,241,600,6,15.0,389,21,13,6,22.0,25.0,5,25,9.0,12.0,8.0,73,74,10,4,11,49.0,13.0,7366.0,1283,11,9,44.0,773.0,12,48.0,766,103,40.0,6,56,12,17.0,135,21,135.0,119.0,20.0,55.0,24.0,650.0,524.0,10.0,125.0,3.0,3.0,1401,105,22.0,5.0,20,22,3.0,1222,104.0,13.0,4,5.0,151.0,27,15
250,18.0,151,893,556,2,22.0,376,21,8,18,14.0,27.0,17,21,7.0,19.0,14.0,57,77,11,4,10,61.0,16.0,6806.0,1059,13,23,516.0,502.0,9,68.0,709,97,42.0,6,69,15,12.0,191,16,87.0,121.0,12.0,75.0,22.0,553.0,443.0,8.0,138.0,5.0,7.0,1396,86,13.0,10.0,19,20,0.0,1154,103.0,11.0,4,9.0,134.0,35,15
251,9.0,201,931,429,2,9.0,322,30,23,10,23.0,17.0,9,48,10.0,21.0,11.0,37,117,9,3,12,67.0,20.0,5144.0,1210,25,13,292.0,380.0,8,55.0,638,124,33.0,5,60,16,13.0,262,16,97.0,135.0,20.0,63.0,18.0,502.0,463.0,8.0,82.0,11.0,9.0,1404,109,10.0,6.0,21,25,6.0,1163,70.0,13.0,5,7.0,143.0,16,15
252,5.0,234,625,379,5,14.0,329,15,14,16,21.0,24.0,11,40,13.0,21.0,12.0,91,94,13,3,12,53.0,21.0,5388.0,3470,14,12,164.0,299.0,7,63.0,762,75,33.0,11,61,15,12.0,455,23,49.0,152.0,14.0,58.0,28.0,450.0,426.0,8.0,78.0,5.0,6.0,1495,91,15.0,7.0,18,24,1.0,1243,63.0,6.0,12,7.0,141.0,25,10
253,8.0,214,508,417,2,17.0,286,30,17,9,22.0,19.0,19,36,5.0,22.0,1.0,76,80,11,3,13,64.0,29.0,5172.0,2178,20,13,151.0,302.0,6,67.0,707,122,33.0,6,30,20,13.0,268,18,44.0,109.0,16.0,70.0,32.0,507.0,544.0,17.0,61.0,2.0,1.0,1073,99,15.0,4.0,10,31,0.0,1248,65.0,9.0,10,4.0,297.0,21,13
254,10.0,208,351,489,1,14.0,333,15,15,6,12.0,18.0,11,36,7.0,20.0,8.0,55,96,11,6,10,69.0,22.0,5932.0,1571,11,21,86.0,224.0,13,57.0,746,83,40.0,2,54,15,13.0,187,17,52.0,111.0,14.0,79.0,17.0,462.0,818.0,13.0,146.0,7.0,4.0,896,107,19.0,4.0,21,35,1.0,1189,84.0,6.0,6,8.0,223.0,21,26
255,7.0,197,358,444,4,31.0,2252,23,20,7,15.0,18.0,9,33,4.0,20.0,7.0,44,118,11,7,13,75.0,13.0,5537.0,1432,15,10,98.0,273.0,7,69.0,714,103,22.0,3,60,10,13.0,171,17,41.0,127.0,21.0,54.0,17.0,496.0,625.0,15.0,125.0,4.0,2.0,876,112,34.0,5.0,28,25,2.0,1007,103.0,10.0,5,4.0,170.0,22,30
256,7.0,200,529,514,4,26.0,3467,33,17,8,15.0,21.0,17,39,6.0,15.0,6.0,66,93,8,5,13,60.0,15.0,5044.0,1539,15,15,52.0,210.0,12,89.0,684,94,24.0,5,70,14,18.0,155,21,97.0,128.0,17.0,63.0,20.0,461.0,531.0,18.0,103.0,5.0,4.0,772,157,23.0,26.0,17,33,0.0,1096,77.0,7.0,2,4.0,161.0,21,17
257,9.0,185,503,519,7,20.0,3496,37,22,2,10.0,17.0,13,38,13.0,14.0,7.0,48,73,14,5,10,73.0,11.0,4257.0,1250,13,9,66.0,182.0,8,48.0,609,83,26.0,10,48,9,16.0,271,14,57.0,98.0,10.0,58.0,21.0,668.0,425.0,17.0,98.0,8.0,7.0,761,147,24.0,44.0,16,28,0.0,1280,84.0,12.0,7,6.0,428.0,29,24
258,6.0,170,452,1129,4,27.0,3060,42,17,5,10.0,14.0,6,36,17.0,18.0,7.0,48,136,15,2,12,81.0,16.0,3917.0,1445,17,9,41.0,163.0,10,52.0,547,112,45.0,7,48,10,14.0,193,26,36.0,107.0,9.0,64.0,31.0,571.0,594.0,21.0,72.0,9.0,5.0,825,81,6.0,3.0,27,28,1.0,1074,71.0,4.0,3,2.0,865.0,38,5
259,13.0,190,374,675,3,13.0,2186,41,22,12,16.0,15.0,9,32,14.0,17.0,8.0,44,159,7,7,18,69.0,16.0,4714.0,1591,16,6,46.0,201.0,10,59.0,626,93,33.0,10,49,19,20.0,151,32,34.0,78.0,24.0,69.0,38.0,510.0,509.0,13.0,80.0,7.0,6.0,916,105,5.0,3.0,12,20,3.0,1048,76.0,10.0,17,7.0,289.0,25,6
260,4.0,158,252,620,2,24.0,1474,27,11,17,10.0,28.0,24,34,9.0,27.0,7.0,72,118,15,3,19,88.0,22.0,4719.0,1541,12,12,24.0,238.0,10,47.0,762,89,29.0,7,55,23,12.0,186,11,31.0,74.0,13.0,45.0,51.0,452.0,540.0,8.0,71.0,3.0,7.0,792,116,18.0,7.0,17,16,1.0,1129,66.0,9.0,8,4.0,215.0,33,15
261,4.0,172,211,655,3,24.0,991,31,7,13,4.0,15.0,11,37,7.0,28.0,11.0,59,128,14,1,19,65.0,35.0,4506.0,1480,10,13,34.0,202.0,10,65.0,730,74,25.0,10,68,20,15.0,139,25,28.0,106.0,12.0,61.0,21.0,507.0,741.0,12.0,64.0,3.0,3.0,684,108,11.0,2.0,29,19,1.0,1140,84.0,8.0,6,8.0,165.0,21,10
262,8.0,217,196,502,2,18.0,929,34,20,9,6.0,24.0,10,30,7.0,23.0,11.0,61,103,6,3,24,48.0,25.0,4361.0,1424,11,11,31.0,306.0,9,70.0,678,85,30.0,8,52,14,12.0,126,25,22.0,84.0,10.0,50.0,21.0,627.0,734.0,18.0,69.0,7.0,6.0,734,118,15.0,3.0,22,60,4.0,1185,81.0,10.0,6,14.0,148.0,25,10
263,5.0,139,241,452,4,18.0,857,26,18,15,19.0,23.0,21,41,12.0,15.0,11.0,95,113,11,6,16,46.0,18.0,5107.0,1380,20,15,55.0,352.0,9,66.0,564,112,34.0,6,171,13,13.0,105,23,24.0,91.0,16.0,84.0,16.0,710.0,608.0,22.0,97.0,6.0,6.0,585,118,13.0,3.0,17,50,1.0,1092,75.0,7.0,5,4.0,155.0,32,13
264,8.0,133,249,519,3,16.0,897,39,16,13,10.0,24.0,16,55,5.0,19.0,13.0,89,91,9,7,14,35.0,20.0,4167.0,1265,13,6,36.0,242.0,10,60.0,513,117,52.0,7,382,15,10.0,107,16,28.0,85.0,10.0,106.0,20.0,2575.0,570.0,11.0,92.0,7.0,5.0,622,94,7.0,8.0,28,43,2.0,1034,82.0,7.0,11,5.0,165.0,27,10
265,6.0,155,251,512,1,18.0,698,47,30,38,8.0,30.0,7,72,5.0,28.0,6.0,59,112,10,5,16,50.0,18.0,4290.0,1374,15,11,36.0,162.0,9,49.0,548,108,88.0,5,243,17,16.0,124,28,12.0,75.0,23.0,58.0,12.0,1128.0,528.0,19.0,85.0,8.0,10.0,800,89,3.0,4.0,16,29,1.0,872,59.0,7.0,18,5.0,143.0,17,10
266,2.0,159,231,612,2,28.0,742,26,19,9,13.0,40.0,6,31,9.0,16.0,6.0,48,97,19,5,18,62.0,17.0,4359.0,1296,22,10,37.0,192.0,7,34.0,637,106,73.0,7,176,11,24.0,92,26,27.0,59.0,19.0,59.0,15.0,711.0,608.0,19.0,90.0,10.0,2.0,822,103,7.0,2.0,17,25,0.0,918,74.0,4.0,5,12.0,126.0,32,18
